Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Volkswagen,Polo GTI,75000.0,Automatic,second,Petrol,10
Audi,A6,11000.0,Automatic,first,Petrol,3
Maruti Suzuki,Baleno,81000.0,Manual,second,Diesel,11
Hyundai,Verna,68000.0,Manual,second,Petrol,14
Maruti Suzuki,Eeco,23000.0,Manual,first,hybrid,3
Mahindra,Scorpio,15.0,Automatic,first,Diesel,6
Maruti Suzuki,Ertiga,81000.0,Manual,first,Hybrid/CNG,5
Honda,City,80000.0,Automatic,second,Hybrid/CNG,17
Renault,KWID,1.0,Manual,second,Petrol,10
Jeep,Compass,71000.0,Manual,first,Diesel,9
Honda,Amaze,32000.0,Automatic,first,Petrol,5
Honda,CRV,44500.0,Automatic,first,Petrol,19
Honda,City,189000.0,Manual,first,Hybrid/CNG,16
Maruti Suzuki,Celerio,82305.0,Manual,second,Diesel,10
Volvo,XC60,108000.0,Automatic,first,Diesel,11
Maruti Suzuki,Celerio-X,63000.0,Automatic,first,hybrid,7
Skoda,Rapid,55000.0,Automatic,first,hybrid,9
Renault,KWID,38000.0,Automatic,second,Petrol,10
Maruti Suzuki,S-Cross,106000.0,Manual,second,Diesel,8
Tata,Harrier,4200.0,Automatic,first,Diesel,2
Honda,Amaze,38000.0,Manual,first,Petrol,11
Maruti Suzuki,Ertiga,67999.0,Manual,first,Hybrid/CNG,7
Maruti Suzuki,Wagon-R,75000.0,Manual,first,hybrid,11
Honda,Amaze,42000.0,Manual,second,Diesel,8
Hyundai,Creta,76000.0,Automatic,second,Diesel,11
Hyundai,New i20,48298.0,Automatic,second,Petrol,6
BMW,6 Series,39000.0,Automatic,first,Petrol,7
Maruti Suzuki,Ciaz,25000.0,Manual,first,Petrol,6
Ford,Ecosport,100000.0,Manual,second,Diesel,10
Skoda,Superb,59000.0,Automatic,first,Diesel,8
Maruti Suzuki,Ertiga,73300.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,Wagon-R,39000.0,Manual,first,Petrol,7
Hyundai,Elite i20,65000.0,Manual,first,hybrid,6
Maruti Suzuki,Ertiga,82000.0,Manual,second,hybrid,11
Hyundai,Grand i10,64000.0,Manual,first,Hybrid/CNG,7
Honda,City,38000.0,Automatic,first,Hybrid/CNG,11
Jeep,Compass,39000.0,Manual,second,Diesel,8
Maruti Suzuki,Wagon-R,27817.0,Manual,second,hybrid,7
Maruti Suzuki,Alto-K10,68200.0,Manual,first,Petrol,14
Tata,Tiago,49000.0,Automatic,first,Petrol,7
MG,Hector,40000.0,Manual,second,Diesel,6
Toyota,Urban Cruiser Hyryder,24000.0,Automatic,first,Petrol,3
Hyundai,Santro Xing,149000.0,Manual,second,hybrid,13
Honda,Civic,72000.0,Manual,second,Petrol,16
MG,Gloster,84000.0,Automatic,first,Diesel,4
Mahindra,XUV500,58100.0,Automatic,second,Diesel,9
Mercedes-Benz,GLA Class,32354.0,Automatic,first,Petrol,7
Hyundai,Creta,30000.0,Manual,first,Petrol,6
Renault,Pulse,88000.0,Manual,second,Diesel,13
Honda,Civic,40000.0,Automatic,second,Petrol,7
Maruti Suzuki,800,90000.0,Automatic,second,Diesel,14
Skoda,Rapid,82000.0,Automatic,second,Diesel,11
Tata,Tigor,47000.0,Automatic,second,Petrol,5
Mahindra,Alturas G4,71150.0,Automatic,second,Diesel,7
Maruti Suzuki,Swift-Dzire,64000.0,Automatic,first,Petrol,6
Mercedes-Benz,E-Class,78000.0,Automatic,first,Diesel,13
Mercedes-Benz,GLE Class,59000.0,Automatic,second,Petrol,9
Tata,Nexon,90000.0,Manual,first,Petrol,6
Ford,Endeavour,92000.0,Automatic,first,Diesel,5
Maruti Suzuki,Swift-Dzire,58000.0,Automatic,second,hybrid,8
Mercedes-Benz,GLA,16500.0,Automatic,first,Diesel,4
Mercedes-Benz,CLA,36250.0,Automatic,second,Petrol,9
Audi,Q3,85000.0,Automatic,first,Diesel,12
Chevrolet,Tavera,200000.0,Automatic,second,Diesel,16
Hyundai,New i20,46000.0,Manual,first,Petrol,3
Skoda,Rapid,94000.0,Automatic,first,Diesel,9
Renault,Duster,105000.0,Manual,second,Diesel,12
Maruti Suzuki,Celerio,70000.0,Automatic,second,Petrol,11
Tata,Nano,45000.0,Manual,second,Petrol,12
BMW,3 Series,57000.0,Automatic,first,Diesel,13
Maruti Suzuki,Celerio-X,58000.0,Automatic,second,hybrid,12
Maruti Suzuki,XL6,25524.0,Automatic,first,Petrol,5
Maruti Suzuki,Ritz,65000.0,Manual,second,hybrid,14
Mahindra,XUV700,36000.0,Automatic,second,Diesel,4
Tata,Safari,27000.0,Manual,first,Diesel,4
Honda,CRV,99000.0,Automatic,second,Petrol,12
Maruti Suzuki,Celerio,55000.0,Automatic,second,hybrid,10
Honda,City,78000.0,Manual,second,hybrid,17
Ford,Figo,118000.0,Manual,second,Diesel,14
Maruti Suzuki,Ertiga,73000.0,Manual,first,Diesel,7
Hyundai,Tucson,55000.0,Automatic,first,Diesel,9
Maruti Suzuki,Alto-800,75000.0,Manual,first,Hybrid/CNG,13
Skoda,Rapid,67000.0,Automatic,first,Diesel,9
Maruti Suzuki,Ciaz,148000.0,Manual,second,Diesel,11
Nissan,Micra,65000.0,Automatic,second,Petrol,10
Hyundai,Grand i10,89000.0,Manual,second,Petrol,12
Hyundai,Grand i10,66610.0,Automatic,second,Hybrid/CNG,10
Toyota,Fortuner,230000.0,Automatic,first,Diesel,14
Hyundai,Elite i20,59000.0,Manual,first,Petrol,7
Tata,Tiago,37000.0,Automatic,second,Petrol,6
Toyota,2.8 Legender 4X2,86000.0,Automatic,second,Diesel,11
Audi,Q7,45000.0,Automatic,second,Diesel,12
Ford,Ecosport,148000.0,Manual,second,Diesel,10
Land Rover,Range Rover Evoque,75000.0,Automatic,second,Diesel,8
Maruti Suzuki,Swift-Dzire,70000.0,Manual,first,Petrol,16
Maruti Suzuki,Alto-800,35000.0,Manual,second,Petrol,13
Ford,Figo,75000.0,Manual,second,Petrol,13
Volkswagen,Polo,67000.0,Automatic,second,Petrol,10
Audi,A4,116000.0,Automatic,second,Diesel,9
Maruti Suzuki,Baleno,65000.0,Automatic,second,Hybrid/CNG,8
Maruti Suzuki,Swift,85000.0,Manual,second,Petrol,16
Toyota,Fortuner,176000.0,Manual,second,Diesel,10
Hyundai,Creta,23451.0,Manual,second,Diesel,5
Maruti Suzuki,Swift-Dzire,162000.0,Manual,second,Diesel,13
Maruti Suzuki,Ritz,243000.0,Manual,second,Diesel,14
Honda,City ZX,119000.0,Automatic,second,Hybrid/CNG,18
Audi,Q7,6912.0,Automatic,first,Hybrid/CNG,2
Maruti Suzuki,Swift,70000.0,Automatic,second,hybrid,8
Maruti Suzuki,Fronx ,3000.0,Automatic,first,Petrol,2
Volkswagen,Polo,40200.0,Manual,first,Petrol,11
BMW,X3,83000.0,Automatic,first,Diesel,12
BMW,X5 M,78000.0,Automatic,second,Diesel,10
Maruti Suzuki,Wagon-R,80000.0,Manual,first,Petrol,11
Tata,tata-punch,9014.0,Automatic,first,Petrol,4
Maruti Suzuki,Swift-Dzire,70000.0,Automatic,first,Petrol,8
Hyundai,Creta,77000.0,Manual,first,Petrol,9
Nissan,Terrano,95000.0,Manual,second,Diesel,12
Maruti Suzuki,Ertiga,62000.0,Manual,first,Hybrid/CNG,5
Honda,City,92200.0,Automatic,second,Petrol,15
Maruti Suzuki,Eeco,100000.0,Automatic,first,hybrid,16
Hyundai,i20,420000.0,Manual,second,Hybrid/CNG,6
Audi,Q3,89000.0,Automatic,second,Diesel,14
Volkswagen,Jetta,136000.0,Manual,second,Diesel,16
Maruti Suzuki,Brezza,56000.0,Manual,second,Diesel,9
Hyundai,i20,10000.0,Manual,first,Petrol,3
Volkswagen,VentoTest,91851.0,Automatic,second,Petrol,12
Maruti Suzuki,Ertiga,110000.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,Ertiga,76000.0,Automatic,first,Petrol,5
Honda,City,16000.0,Automatic,first,Petrol,4
Maruti Suzuki,Ritz,120000.0,Manual,second,Diesel,15
Audi,Q3,68000.0,Automatic,first,Diesel,11
Maruti Suzuki,Ertiga,142000.0,Manual,second,Diesel,12
Hyundai,Grand i10,66000.0,Automatic,first,hybrid,9
Maruti Suzuki,Ertiga,100000.0,Automatic,first,hybrid,3
Maruti Suzuki,Ertiga,58000.0,Manual,first,hybrid,3
Maruti Suzuki,Estilo,55000.0,Automatic,first,Hybrid/CNG,13
Maruti Suzuki,Celerio,70000.0,Manual,first,hybrid,7
Maruti Suzuki,Swift,90000.0,Manual,second,Petrol,12
Maruti Suzuki,Wagon-R,81000.0,Automatic,second,hybrid,16
Maruti Suzuki,maruti-suzuki-dzire,18000.0,Manual,first,hybrid,4
Mercedes-Benz,CLS-Class,129000.0,Automatic,second,Diesel,13
Maruti Suzuki,Omni,52000.0,Manual,second,Petrol,12
Toyota,Innova Crysta,43000.0,Automatic,first,Diesel,5
Maruti Suzuki,Celerio,125000.0,Manual,first,hybrid,9
Maruti Suzuki,Wagon-R,48231.0,Automatic,first,Petrol,8
Hyundai,i20,64000.0,Manual,second,Hybrid/CNG,15
Maruti Suzuki,Ciaz,83000.0,Manual,second,Hybrid/CNG,10
Mercedes-Benz,GLS,53000.0,Automatic,second,Diesel,8
Toyota,Innova Crysta,35000.0,Automatic,second,Diesel,9
Volvo,XC60,166000.0,Automatic,second,Diesel,10
Hyundai,i20,65000.0,Manual,first,Petrol,8
Nissan,Micra,46000.0,Automatic,first,Petrol,10
Toyota,Innova,210000.0,Manual,second,Diesel,18
Maruti Suzuki,Ertiga,93000.0,Manual,first,hybrid,14
Maruti Suzuki,Eeco,28000.0,Manual,first,hybrid,7
Audi,Q3,77000.0,Automatic,first,Diesel,10
Honda,Mobilio,20000.0,Manual,first,Petrol,11
Maruti Suzuki,Ertiga,32000.0,Manual,first,Hybrid/CNG,3
Hyundai,Grand i10,56000.0,Automatic,second,hybrid,12
BMW,5 Series,65000.0,Automatic,second,Diesel,14
Honda,City,97000.0,Manual,first,Diesel,9
Honda,Amaze,50000.0,Manual,second,Petrol,7
Chevrolet,Beat,60000.0,Manual,second,Petrol,16
Honda,Jazz,80000.0,Manual,first,Diesel,10
Toyota,Innova,191000.0,Manual,first,Diesel,20
Tata,Indigo Ecs,98000.0,Manual,second,Petrol,14
Maruti Suzuki,Wagon-R,80000.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Omni,95000.0,Manual,second,Petrol,17
Mercedes-Benz,GL-Class,100000.0,Automatic,second,Diesel,13
Hyundai,i20 N Line,12356.0,Automatic,first,Petrol,5
Mercedes-Benz,GL-Class,93000.0,Automatic,second,Diesel,10
Renault,Duster,98000.0,Manual,second,Diesel,11
Honda,Accord,85000.0,Automatic,second,hybrid,13
Maruti Suzuki,Swift,18950.0,Automatic,first,Petrol,2
Renault,KWID,24000.0,Automatic,second,Hybrid/CNG,9
Mercedes-Benz,GLS,16000.0,Automatic,first,Diesel,3
Honda,City,64000.0,Automatic,second,Petrol,9
Maruti Suzuki,Celerio,73000.0,Automatic,first,Petrol,8
Hyundai,New Santro,43085.0,Manual,first,hybrid,8
Mahindra,Thar,28000.0,Manual,first,Diesel,5
Hyundai,Fluidic Verna,54000.0,Manual,second,Petrol,7
Maruti Suzuki,Sx4,45000.0,Manual,second,Hybrid/CNG,16
Maruti Suzuki,Swift,123865.0,Manual,second,Diesel,16
Honda,Jazz,60000.0,Automatic,second,Petrol,10
Maruti Suzuki,Ritz,125000.0,Manual,first,Diesel,14
Maruti Suzuki,Wagon-R,21000.0,Manual,first,Petrol,5
Hyundai,i10,69000.0,Automatic,first,Petrol,17
Toyota,Innova,0.0,Manual,second,Diesel,14
Maruti Suzuki,Alto-800,80000.0,Manual,second,Hybrid/CNG,10
Ford,Ecosport,81000.0,Manual,second,Diesel,10
Mahindra,XUV500,88441.0,Manual,second,Diesel,14
BMW,6 Series GT,85000.0,Automatic,first,Petrol,7
BMW,X3,50000.0,Automatic,second,Diesel,7
Audi,Q5,94000.0,Automatic,first,Diesel,15
Hyundai,i10,69000.0,Automatic,second,Petrol,17
Volkswagen,Polo,77948.0,Manual,second,Diesel,9
Maruti Suzuki,Eeco,102000.0,Automatic,first,hybrid,7
Hyundai,i20,80000.0,Manual,second,Petrol,15
Maruti Suzuki,Swift,40000.0,Automatic,first,Hybrid/CNG,4
Renault,Duster,130000.0,Manual,first,Diesel,8
Tata,Indigo Cs,155888.0,Manual,second,Diesel,17
Mahindra,Scorpio,92000.0,Manual,first,Diesel,9
Maruti Suzuki,Wagon-R,57000.0,Manual,second,hybrid,7
Maruti Suzuki,Baleno,29000.0,Manual,first,Petrol,5
Volvo,S60,84000.0,Automatic,first,Diesel,14
Maruti Suzuki,A-Star,45000.0,Manual,second,Petrol,16
Honda,CRV,10000.0,Automatic,second,hybrid,19
Maruti Suzuki,Vitara-Brezza,35000.0,Automatic,first,Diesel,7
Toyota,Etios,150000.0,Manual,second,Diesel,13
Maruti Suzuki,Alto-K10,78000.0,Automatic,first,Hybrid/CNG,15
Mahindra,Thar,29000.0,Manual,second,Diesel,11
Maruti Suzuki,Wagon-R,77523.0,Manual,second,Petrol,9
Land Rover,Range Rover Evoque,38000.0,Automatic,first,Diesel,10
Tata,Punch ,35000.0,Automatic,first,hybrid,5
Mahindra,XUV500,150000.0,Manual,first,Diesel,12
Maruti Suzuki,Swift,100000.0,Manual,second,Petrol,20
Volkswagen,Ameo,81000.0,Manual,first,Petrol,10
Hyundai,Grand i10,58000.0,Automatic,first,hybrid,11
Toyota,Etios Liva,112500.0,Manual,second,Diesel,7
MG,Hector,46000.0,Automatic,first,Hybrid/CNG,7
Hyundai,Grand i10 Nios,35000.0,Manual,first,hybrid,3
Maruti Suzuki,Wagon-R,62000.0,Automatic,second,hybrid,9
MG,Hector Plus,27000.0,Automatic,first,Petrol,3
Hyundai,Grand i10,91703.0,Automatic,second,hybrid,15
Ford,Ecosport,55000.0,Manual,second,Petrol,9
Toyota,Innova,98525.0,Manual,second,Diesel,11
BMW,3 Series GT,112000.0,Automatic,second,Diesel,9
Toyota,Fortuner,38000.0,Automatic,first,Diesel,8
Skoda,Superb,85000.0,Automatic,first,Petrol,9
Hyundai,Creta,90000.0,Automatic,first,Diesel,5
Tata,Tiago Nrg,36000.0,Automatic,first,Petrol,4
Nissan,Micra,50000.0,Automatic,second,Petrol,7
Audi,Q7,118000.0,Automatic,first,Diesel,10
Volkswagen,VentoTest,50000.0,Manual,second,hybrid,16
Maruti Suzuki,Baleno,57000.0,Manual,first,Diesel,9
Maruti Suzuki,Eeco,71455.0,Manual,first,Hybrid/CNG,11
Toyota,Urban Cruiser Hyryder,28000.0,Automatic,first,hybrid,4
Maruti Suzuki,Ritz,66000.0,Manual,first,Diesel,10
Hyundai,Verna,71000.0,Manual,second,Diesel,7
BMW,1 Series,69000.0,Automatic,second,Diesel,12
BMW,7 Series,90000.0,Automatic,first,Diesel,14
Maruti Suzuki,Ignis,42000.0,Automatic,first,Hybrid/CNG,5
Mahindra,TUV,56000.0,Automatic,second,Diesel,10
Hyundai,Grand i10 Nios,35000.0,Automatic,second,Petrol,6
Toyota,Innova,125000.0,Manual,first,Diesel,11
Volkswagen,Polo,104236.0,Manual,first,Diesel,14
Hyundai,Verna,85000.0,Automatic,first,Hybrid/CNG,14
Mercedes-Benz,GLC,75000.0,Automatic,second,Diesel,9
Honda,Amaze,22509.0,Automatic,first,Petrol,4
Hyundai,Verna,44000.0,Automatic,second,hybrid,13
Hyundai,Elite i20,72000.0,Manual,second,hybrid,11
Mahindra,Scorpio,42000.0,Manual,second,Diesel,7
Mahindra,XUV 300,109300.0,Manual,first,Diesel,6
Mahindra,Thar,2600.0,Automatic,first,Petrol,2
Honda,Brio,47000.0,Manual,second,Petrol,12
Renault,Duster,71000.0,Manual,first,Diesel,8
Hyundai,i20,82000.0,Manual,first,Petrol,15
Volkswagen,Ameo,92000.0,Automatic,second,Diesel,7
Hyundai,Xcent,93000.0,Manual,first,Diesel,9
Tata,Nano,34000.0,Automatic,second,Petrol,9
Maruti Suzuki,Swift,80000.0,Manual,second,Diesel,11
Hyundai,i10,82000.0,Manual,first,hybrid,14
BMW,X3,30600.0,Automatic,first,Petrol,5
Mahindra,Scorpio,170000.0,Manual,second,Diesel,16
Maruti Suzuki,Wagon-R,50000.0,Automatic,first,Hybrid/CNG,9
Hyundai,i20 Active,65000.0,Manual,second,Petrol,10
Honda,Jazz,65900.0,Manual,second,Petrol,9
Tata,Tigor,30000.0,Manual,first,Hybrid/CNG,3
Land Rover,Range Rover Velar,54000.0,Automatic,second,Petrol,6
Maruti Suzuki,Celerio,34000.0,Automatic,second,hybrid,11
Toyota,Innova Crysta,200000.0,Automatic,second,Diesel,8
Mahindra,KUV100 NXT,57000.0,Automatic,second,Petrol,9
MG,Hector Plus,37000.0,Automatic,second,Petrol,5
Maruti Suzuki,Swift-Dzire,72000.0,Manual,first,Diesel,11
Tata,Harrier,17800.0,Automatic,first,Diesel,4
Toyota,Corolla Altis,82000.0,Automatic,second,Hybrid/CNG,13
Toyota,Glanza,42000.0,Manual,first,Petrol,3
Volkswagen,Polo,120000.0,Manual,first,Diesel,13
Maruti Suzuki,Swift,98000.0,Manual,second,Petrol,21
Kia,Seltos,17000.0,Automatic,first,Petrol,4
Maruti Suzuki,Swift-Dzire,152000.0,Manual,first,Diesel,13
Renault,KWID,65000.0,Automatic,second,Petrol,9
Hyundai,Elantra,82000.0,Automatic,second,hybrid,12
Mahindra,XUV500,55000.0,Automatic,first,Diesel,9
Toyota,Innova,70000.0,Manual,first,Diesel,14
Honda,Brio,55000.0,Manual,second,Petrol,13
Mahindra,KUV 100,75000.0,Manual,first,Diesel,9
Hyundai,Grand i10,82310.0,Manual,second,Petrol,12
Skoda,Fabia,65000.0,Manual,second,Petrol,15
Toyota,VELLFIRE,30000.0,Automatic,first,Hybrid/CNG,5
Hyundai,Creta,205828.0,Manual,first,Diesel,10
Volkswagen,Polo,86000.0,Manual,second,Diesel,11
Hyundai,Elantra,90000.0,Manual,second,Diesel,8
Maruti Suzuki,Alto-800,0.0,Automatic,first,hybrid,2
Toyota,Glanza,50125.0,Automatic,first,Petrol,7
Toyota,Corolla Altis,75000.0,Automatic,second,hybrid,17
Hyundai,i10,75000.0,Automatic,second,Hybrid/CNG,15
Hyundai,Elite i20,66000.0,Manual,first,Petrol,10
Maruti Suzuki,Omni,1.0,Manual,second,Diesel,7
Mercedes-Benz,S-Class,45000.0,Automatic,second,Diesel,11
Mahindra,XUV500,80000.0,Manual,first,Diesel,11
Maruti Suzuki,Ertiga,78000.0,Automatic,first,Petrol,9
Toyota,Corolla Altis,87050.0,Automatic,second,hybrid,9
Mahindra,Xylo,10.0,Manual,second,Diesel,13
Mercedes-Benz,E-Class,37800.0,Automatic,second,Petrol,22
Tata,Nano,70000.0,Manual,second,Petrol,14
Toyota,Etios,48500.0,Manual,second,Petrol,15
Honda,Mobilio,68000.0,Manual,second,Hybrid/CNG,12
Maruti Suzuki,XL6,20850.0,Manual,first,Petrol,5
Hyundai,Creta,54000.0,Automatic,second,Diesel,8
Hyundai,Creta,11000.0,Manual,first,Petrol,3
Maruti Suzuki,Alto,59655.0,Automatic,second,hybrid,14
Mahindra,Thar,20000.0,Automatic,second,Petrol,5
Chevrolet,Beat,77000.0,Manual,second,Petrol,16
Honda,Accord,95000.0,Automatic,first,Petrol,13
Renault,KWID,49600.0,Manual,second,Petrol,9
Honda,City,76000.0,Manual,second,Diesel,12
Maruti Suzuki,Baleno,65000.0,Manual,first,Petrol,5
Kia,Carens,39000.0,Manual,second,Diesel,4
Honda,City,78887.0,Manual,first,Petrol,9
Mahindra,Bolero Neo,41000.0,Manual,first,Diesel,4
Maruti Suzuki,Ertiga,58000.0,Manual,first,Hybrid/CNG,4
Toyota,Etios,65321.0,Manual,second,Diesel,15
Tata,Tiago,39000.0,Manual,first,Petrol,8
Tata,Indica,100413.0,Manual,first,Diesel,15
Audi,A6,90000.0,Automatic,second,Diesel,12
Honda,Accord,137001.0,Manual,second,Petrol,21
Mahindra,XUV500,55000.0,Automatic,second,Diesel,7
Mahindra,Scorpio,90000.0,Manual,second,Diesel,10
Maruti Suzuki,Ertiga,72000.0,Manual,second,hybrid,8
BMW,5 Series,47000.0,Automatic,second,Diesel,10
Mercedes-Benz,C-Class,72000.0,Automatic,second,Diesel,11
Hyundai,i20,80000.0,Automatic,second,Petrol,12
Maruti Suzuki,Ertiga,81000.0,Manual,first,Diesel,9
Hyundai,i20,34000.0,Manual,first,Petrol,12
Audi,Q5,140000.0,Automatic,second,Diesel,13
Hyundai,Fluidic Verna,65000.0,Automatic,first,hybrid,7
Maruti Suzuki,Alto-800,85000.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Alto-K10,71772.0,Manual,first,Petrol,15
Honda,City,78000.0,Automatic,first,Petrol,8
Maruti Suzuki,Ignis,46000.0,Automatic,first,Hybrid/CNG,8
Maruti Suzuki,XL6,62035.0,Automatic,first,Petrol,5
Maruti Suzuki,Swift-Dzire,82215.0,Manual,second,hybrid,13
Kia,Seltos,60000.0,Automatic,first,Petrol,6
Volkswagen,Jetta,89000.0,Automatic,first,Diesel,12
Hyundai,Venue,25000.0,Automatic,first,Diesel,7
Maruti Suzuki,Ertiga,96000.0,Manual,first,Hybrid/CNG,6
BMW,3 Series,135000.0,Automatic,first,Diesel,14
Hyundai,Grand i10,76000.0,Manual,first,Petrol,9
Honda,City,71000.0,Manual,first,Hybrid/CNG,14
Maruti Suzuki,Ignis,62000.0,Manual,second,Petrol,8
Maruti Suzuki,Wagon-R,17500.0,Automatic,first,hybrid,8
Maruti Suzuki,Celerio,51000.0,Manual,second,Petrol,12
Mahindra,KUV 100,67000.0,Manual,first,Hybrid/CNG,8
Honda,Jazz,55000.0,Manual,second,Petrol,9
Hyundai,i10,82000.0,Manual,second,Petrol,16
Maruti Suzuki,maruti-suzuki-dzire,59500.0,Manual,first,hybrid,7
Maruti Suzuki,Ignis,32000.0,Manual,first,Petrol,6
Force,Motors FM Gurkha,21000.0,Manual,first,Diesel,4
Maruti Suzuki,Ertiga,126000.0,Manual,first,hybrid,7
Maruti Suzuki,Ciaz,92200.0,Automatic,second,hybrid,8
Maruti Suzuki,Swift-Dzire,63000.0,Manual,first,Diesel,11
BMW,3 Series,53000.0,Automatic,second,Diesel,10
Kia,Seltos,62500.0,Manual,first,Diesel,6
Maruti Suzuki,Versa,140000.0,Manual,second,Petrol,22
Maruti Suzuki,Celerio,65000.0,Manual,first,hybrid,7
Maruti Suzuki,Alto,67449.0,Manual,first,Petrol,16
Honda,City,15000.0,Manual,first,Petrol,8
Volkswagen,Ameo,48000.0,Manual,first,Petrol,8
Tata,Nexon,86094.0,Manual,first,Diesel,7
Hyundai,Creta,54000.0,Manual,second,Petrol,9
Maruti Suzuki,Ciaz,43000.0,Automatic,second,Hybrid/CNG,7
Ford,Ecosport,78300.0,Manual,first,Diesel,13
Hyundai,Creta,16000.0,Manual,first,Petrol,4
Fiat,Grand Punto,90000.0,Manual,second,Petrol,14
Jeep,Compass,16000.0,Automatic,first,Diesel,5
Honda,WRV,47000.0,Automatic,second,Petrol,9
Maruti Suzuki,Vitara-Brezza,125934.0,Automatic,second,Diesel,7
Hyundai,Sonata Transform,50000.0,Automatic,second,hybrid,21
Toyota,Innova,274649.0,Manual,second,Diesel,10
Maruti Suzuki,Ciaz,75000.0,Automatic,second,Petrol,9
BMW,X3,76500.0,Automatic,first,Diesel,6
Audi,A6,43000.0,Automatic,second,Diesel,9
Mercedes-Benz,GLA Class,72000.0,Automatic,first,Diesel,11
Hyundai,Creta,77000.0,Manual,second,Diesel,8
Maruti Suzuki,Ertiga,52895.0,Manual,first,Petrol,3
Ford,Ecosport,69713.0,Manual,second,Petrol,9
Maruti Suzuki,Alto,820002.0,Manual,second,hybrid,14
Maruti Suzuki,800,65328.0,Manual,second,Petrol,20
Honda,City,69000.0,Automatic,first,Hybrid/CNG,11
Mahindra,Thar,40000.0,Manual,first,Diesel,6
Volkswagen,Polo,70677.0,Manual,first,Petrol,9
Renault,KWID,58097.0,Manual,first,Petrol,9
Honda,City,58000.0,Automatic,second,hybrid,11
Maruti Suzuki,Swift-Dzire,52000.0,Manual,first,Petrol,8
Renault,Duster,100000.0,Manual,second,Diesel,12
Kia,Seltos,86000.0,Automatic,first,Diesel,6
Honda,City,60000.0,Automatic,first,hybrid,14
Kia,Sonet,43000.0,Manual,first,Diesel,3
Hyundai,Grand i10 Nios,51000.0,Manual,first,Petrol,5
Maruti Suzuki,Baleno,21008.0,Manual,first,Petrol,5
Renault,KWID,55000.0,Automatic,second,Hybrid/CNG,9
Maruti Suzuki,Alto-K10,48000.0,Manual,second,Petrol,12
Honda,Civic,80000.0,Automatic,second,Hybrid/CNG,16
Honda,Amaze,64000.0,Automatic,second,Hybrid/CNG,6
Mercedes-Benz,C-Class,6000.0,Automatic,first,Diesel,5
Maruti Suzuki,Swift,5500.0,Automatic,first,Hybrid/CNG,7
Toyota,Corolla Altis,95000.0,Automatic,second,Petrol,9
Maruti Suzuki,Ritz,110000.0,Automatic,first,Diesel,10
Nissan,Terrano,41000.0,Manual,second,Diesel,9
Mahindra,Ssangyong-Rexton,83000.0,Automatic,second,Diesel,12
Mercedes-Benz,E-Class,149000.0,Automatic,second,Diesel,13
Mercedes-Benz,C-Class,14000.0,Automatic,first,Diesel,5
Maruti Suzuki,Wagon-R-1-0,84000.0,Manual,first,Hybrid/CNG,14
Mahindra,Scorpio,67000.0,Manual,first,Diesel,8
Nissan,Micra,49900.0,Manual,second,Diesel,8
Volkswagen,Polo,56474.0,Manual,second,Petrol,7
Maruti Suzuki,Ritz,145999.0,Manual,first,Diesel,12
Maruti Suzuki,Ritz,90000.0,Manual,second,Petrol,16
Toyota,Innova,177779.0,Manual,second,Diesel,17
Honda,Amaze,50000.0,Manual,second,Petrol,9
Honda,City,90000.0,Manual,first,Petrol,13
Hyundai,i20,57000.0,Manual,second,Petrol,13
Hyundai,i10,91200.0,Manual,second,Hybrid/CNG,16
Hyundai,Grand i10,50000.0,Manual,second,Petrol,8
Mahindra,Thar,38500.0,Automatic,second,Diesel,4
Maruti Suzuki,Celerio,52000.0,Automatic,second,hybrid,11
Maruti Suzuki,Wagon-R,62000.0,Manual,second,Diesel,12
Volkswagen,Taigun,19000.0,Automatic,second,Petrol,5
Chevrolet,Optra,120500.0,Manual,second,Diesel,16
Maruti Suzuki,Wagon-R,58000.0,Automatic,second,Petrol,10
Skoda,Slavia,3000.0,Automatic,first,Petrol,2
Tata,Hexa,85000.0,Automatic,second,Diesel,8
Hyundai,Grand i10 Nios,18000.0,Automatic,first,Hybrid/CNG,5
Renault,KWID,74800.0,Manual,second,Petrol,9
Hyundai,Creta Facelift,42000.0,Manual,first,Petrol,6
Jeep,Compass,82000.0,Manual,second,Diesel,9
BMW,X1,72000.0,Automatic,second,Petrol,14
Hyundai,i20,42000.0,Manual,second,Petrol,8
Renault,KWID,94000.0,Automatic,first,Petrol,7
Hyundai,Venue,42000.0,Manual,first,Diesel,7
Maruti Suzuki,Celerio,40000.0,Automatic,second,Hybrid/CNG,6
Mercedes-Benz,C-Class,85000.0,Automatic,second,Diesel,9
Volvo,XC60,80000.0,Automatic,second,Diesel,9
Maruti Suzuki,Celerio,49000.0,Automatic,first,Petrol,8
Honda,City,70000.0,Automatic,second,hybrid,10
Fiat,Punto,140000.0,Manual,second,Diesel,13
Land Rover,Discovery Sport,90000.0,Automatic,second,Diesel,10
Honda,City,58000.0,Manual,second,hybrid,15
Maruti Suzuki,Omni,46000.0,Automatic,second,Hybrid/CNG,17
Chevrolet,Beat,112329.0,Manual,second,Hybrid/CNG,16
