Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Maruti Suzuki,XL6,22864.0,Automatic,first,Petrol,5
Maruti Suzuki,Alto-K10,44000.0,Automatic,first,Petrol,10
Hyundai,i10,42000.0,Manual,first,Petrol,16
Kia,Seltos,97000.0,Automatic,first,Diesel,6
Maruti Suzuki,Celerio,83000.0,Automatic,second,Petrol,11
Honda,City,82000.0,Automatic,second,Petrol,15
Toyota,Fortuner,77000.0,Automatic,first,Diesel,5
Audi,A4,41000.0,Automatic,second,Diesel,11
Honda,Jazz,66000.0,Automatic,second,Petrol,10
Maruti Suzuki,Swift,73000.0,Manual,second,Petrol,13
Mercedes-Benz,E-Class,100000.0,Automatic,second,Diesel,17
Maruti Suzuki,Swift-Dzire,74000.0,Manual,first,Petrol,14
Mercedes-Benz,E-Class,78000.0,Automatic,first,Petrol,13
Renault,Duster,119000.0,Manual,second,Diesel,13
Maruti Suzuki,Alto-800,20024.0,Manual,first,Petrol,20
Ford,Endeavour,93000.0,Automatic,first,Diesel,8
Maruti Suzuki,Swift-Dzire,45000.0,Manual,first,hybrid,4
Tata,Nano,26000.0,Automatic,second,Petrol,10
Maruti Suzuki,Swift-Dzire,30.0,Manual,first,hybrid,4
Honda,City ZX,68000.0,Manual,first,Petrol,19
Maruti Suzuki,Baleno,63300.0,Automatic,second,Petrol,10
Mahindra,XUV500,100214.0,Automatic,second,Diesel,8
Honda,City,59000.0,Automatic,second,Petrol,16
Renault,Duster,76000.0,Manual,second,Diesel,8
Maruti Suzuki,Swift,30000.0,Manual,first,Petrol,7
Hyundai,Grand i10 Prime,74000.0,Manual,second,hybrid,14
Hyundai,Fluidic Verna,50400.0,Manual,second,Petrol,6
Toyota,Fortuner,110000.0,Automatic,second,Diesel,13
Mahindra,Thar,27000.0,Automatic,second,Petrol,4
Tata,Harrier,21342.0,Automatic,first,Diesel,3
Volkswagen,VentoTest,89000.0,Manual,second,Diesel,13
BMW,X1,55100.0,Automatic,second,Diesel,10
Maruti Suzuki,Ignis,88000.0,Manual,second,Petrol,9
Maruti Suzuki,S-Presso,55000.0,Manual,second,Petrol,6
Mahindra,Scorpio,79000.0,Manual,first,Diesel,3
Maruti Suzuki,Wagon-R,40200.0,Manual,first,hybrid,2
Maruti Suzuki,Ertiga,42147.0,Manual,first,hybrid,6
Hyundai,i20,25000.0,Manual,second,Petrol,5
Toyota,Innova Hycross,39500.0,Automatic,first,Hybrid/CNG,3
Honda,Civic,76000.0,Automatic,second,Petrol,17
MG,ASTOR,8000.0,Automatic,first,Petrol,2
Hyundai,i10,68000.0,Automatic,first,Petrol,13
Maruti Suzuki,Swift-Dzire,58200.0,Manual,second,Petrol,11
Maruti Suzuki,Omni,100000.0,Automatic,first,Hybrid/CNG,16
Land Rover,Range Rover Sport,28400.0,Automatic,first,Petrol,4
Ford,Figo,97000.0,Manual,second,Petrol,15
Skoda,Rapid,54000.0,Automatic,first,Diesel,8
Maruti Suzuki,Swift-Dzire,59200.0,Manual,second,Petrol,11
Hyundai,Santro Xing,65000.0,Manual,second,Petrol,19
BMW,Z4,5300.0,Automatic,first,Petrol,10
Maruti Suzuki,Wagon-R,150000.0,Automatic,second,Hybrid/CNG,9
Maruti Suzuki,Alto-K10,44000.0,Manual,second,hybrid,10
Toyota,Etios,203000.0,Manual,second,Diesel,11
BMW,X1,107001.0,Automatic,first,Diesel,6
Jeep,Compass,25300.0,Manual,second,Petrol,8
Toyota,Camry,122000.0,Automatic,second,Petrol,12
Hyundai,i20 Active,80000.0,Manual,second,Petrol,11
Renault,Duster,71000.0,Automatic,first,Diesel,7
Land Rover,Range Rover,55000.0,Automatic,first,Petrol,7
Maruti Suzuki,Swift-Dzire,192927.0,Automatic,first,hybrid,7
Toyota,Corolla Altis,72000.0,Manual,first,Petrol,8
Mercedes-Benz,E-Class,35000.0,Automatic,first,Diesel,9
Mercedes-Benz,E-Class,69000.0,Automatic,second,Diesel,11
Skoda,Kushaq,8600.0,Automatic,first,Petrol,5
Jeep,Compass,59000.0,Manual,second,Diesel,9
Maruti Suzuki,Celerio,90000.0,Automatic,first,Hybrid/CNG,10
Renault,Triber,27800.0,Manual,first,Petrol,6
Honda,City,70000.0,Automatic,second,Hybrid/CNG,9
Honda,City,17000.0,Automatic,first,Petrol,5
Hyundai,Venue,12000.0,Automatic,first,Petrol,3
Maruti Suzuki,Wagon-R,70000.0,Manual,second,Petrol,15
Maruti Suzuki,Eeco,85000.0,Automatic,second,Hybrid/CNG,9
Audi,Q3,56000.0,Automatic,first,Diesel,8
Audi,A4,43715.0,Automatic,second,Diesel,10
Honda,CR-V,100000.0,Automatic,first,Petrol,10
Hyundai,Fluidic Verna,47000.0,Manual,first,Petrol,13
Tata,Altroz,45000.0,Manual,first,Diesel,4
Maruti Suzuki,Swift,72119.0,Manual,second,Petrol,15
Audi,A4,65000.0,Automatic,second,Diesel,13
Ford,Endeavour,56000.0,Automatic,second,Diesel,10
MG,ASTOR,260.0,Manual,first,Petrol,2
Volkswagen,VentoTest,53000.0,Automatic,second,Petrol,9
Toyota,Innova Crysta,141000.0,Automatic,first,Diesel,8
Maruti Suzuki,Swift,60000.0,Manual,second,Petrol,4
Mahindra,Marazzo,68728.0,Manual,second,Diesel,6
Toyota,2.8 Legender 4X2,46383.0,Automatic,first,Diesel,4
Honda,Accord,125000.0,Automatic,second,hybrid,22
Fiat,Punto,80000.0,Manual,first,Diesel,8
Maruti Suzuki,Alto-K10,15000.0,Automatic,second,Petrol,11
Ford,Ecosport,41868.0,Automatic,first,Hybrid/CNG,7
Maruti Suzuki,Ertiga,140200.0,Automatic,first,hybrid,7
Maruti Suzuki,Baleno,110000.0,Automatic,first,Petrol,8
Tata,Nexon,29000.0,Manual,second,Petrol,7
Toyota,Fortuner,33000.0,Automatic,first,Diesel,7
Renault,Triber,18000.0,Automatic,second,Petrol,5
Honda,City,,Manual,second,Petrol,25
Maruti Suzuki,Eeco,68321.0,Manual,first,Petrol,8
MG,Hector Plus,42500.0,Automatic,first,Petrol,3
Toyota,Etios Liva,130000.0,Manual,first,Diesel,7
Hyundai,Grand i10,43000.0,Manual,second,Hybrid/CNG,7
Maruti Suzuki,Wagon-R,42000.0,Manual,second,hybrid,8
Maruti Suzuki,Wagon-R,60000.0,Manual,second,Hybrid/CNG,9
Honda,Jazz,58000.0,Automatic,first,Petrol,8
Mercedes-Benz,GLS,53000.0,Automatic,first,Diesel,9
Mahindra,Thar Roxx,0.0,Automatic,first,Diesel,2
Hyundai,New i20,3500.0,Manual,first,Petrol,2
Mahindra,Scorpio N,12000.0,Automatic,first,Diesel,3
Mahindra,XUV500,95000.0,Manual,second,Diesel,15
Mercedes-Benz,E-Class,49900.0,Automatic,second,Petrol,11
Honda,City,55000.0,Automatic,second,Hybrid/CNG,10
Maruti Suzuki,Ertiga,134500.0,Automatic,second,hybrid,3
Honda,Jazz,59000.0,Automatic,second,Petrol,8
Honda,City ZX,71500.0,Manual,second,Petrol,18
Maruti Suzuki,Alto-K10,38000.0,Manual,first,Petrol,10
Maruti Suzuki,New-gen Swift,24568.0,Automatic,first,hybrid,8
Maruti Suzuki,Swift-Dzire,58000.0,Manual,second,Petrol,12
Lexus,RX,132000.0,Automatic,first,hybrid,8
Hyundai,i10,85000.0,Manual,second,Petrol,14
Maruti Suzuki,Ertiga,1234.0,Automatic,first,hybrid,2
Maruti Suzuki,S-Presso,50000.0,Automatic,second,Petrol,6
Mercedes-Benz,CLA,95000.0,Automatic,first,Diesel,10
Hyundai,i10,77000.0,Automatic,second,Hybrid/CNG,14
Kia,Seltos,47000.0,Manual,second,Petrol,7
Maruti Suzuki,Wagon-R,65874.0,Manual,second,Hybrid/CNG,6
Tata,Safari,64000.0,Manual,second,Diesel,14
Honda,City,59300.0,Automatic,second,Petrol,11
Nissan,Micra Active,98530.0,Manual,first,Petrol,13
Maruti Suzuki,Ciaz,53000.0,Automatic,first,Hybrid/CNG,7
Maruti Suzuki,Wagon-R-1-0,59000.0,Automatic,first,Petrol,10
Maruti Suzuki,Wagon-R-1-0,,Manual,second,Petrol,7
Toyota,Innova Crysta,22000.0,Manual,second,Diesel,6
Maruti Suzuki,Swift-Dzire,100000.0,Manual,second,Petrol,9
Maruti Suzuki,Ritz,165000.0,Manual,second,Diesel,14
Mahindra,Scorpio,95000.0,Manual,first,Diesel,14
Jeep,Compass,78000.0,Automatic,first,Diesel,5
Hyundai,Venue,45000.0,Manual,first,Petrol,6
Toyota,Innova Crysta,108000.0,Manual,first,Diesel,6
Honda,City Hybrid eHEV,14000.0,Automatic,first,Hybrid/CNG,4
Kia,Seltos,35000.0,Automatic,first,Diesel,5
Maruti Suzuki,Eeco,59000.0,Manual,first,Hybrid/CNG,8
Toyota,Yaris,30000.0,Automatic,second,Petrol,5
Maruti Suzuki,Swift-Dzire,105000.0,Manual,second,Hybrid/CNG,14
Mercedes-Benz,CLA,85000.0,Automatic,first,Diesel,8
Maruti Suzuki,Eeco,160000.0,Automatic,second,hybrid,7
Maruti Suzuki,Ciaz,58000.0,Manual,first,Hybrid/CNG,10
Volkswagen,Polo,149000.0,Manual,second,Diesel,10
Hyundai,i20,54752.0,Manual,second,Petrol,12
Tata,Safari Storme,180000.0,Manual,first,Diesel,12
Maruti Suzuki,Celerio,35000.0,Automatic,first,Petrol,11
Volkswagen,VentoTest,98000.0,Manual,first,Diesel,15
Honda,City,75464.0,Automatic,second,Petrol,15
Ford,Ecosport,75000.0,Manual,first,Diesel,12
Toyota,Innova Crysta,67000.0,Automatic,first,Diesel,5
Hyundai,Alcazar,37000.0,Automatic,first,Diesel,4
BMW,X1,61000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,28000.0,Automatic,second,Petrol,8
Volkswagen,Polo,130000.0,Automatic,second,Petrol,9
Hyundai,i20 N Line,26000.0,Automatic,first,Petrol,5
Renault,KWID,36000.0,Automatic,second,Petrol,8
Mahindra,XUV500,80879.0,Manual,second,Diesel,12
Maruti Suzuki,Ertiga,29500.0,Manual,first,Hybrid/CNG,5
Honda,Brio,65000.0,Manual,first,Petrol,11
Maruti Suzuki,Swift,28082.0,Manual,first,Petrol,15
Honda,WRV,650000.0,Manual,first,Diesel,6
BMW,5 Series,46000.0,Automatic,first,Diesel,5
Maruti Suzuki,Esteem,55000.0,Manual,first,Petrol,21
Tata,Hexa,88000.0,Manual,first,Diesel,8
Maruti Suzuki,XL6,57000.0,Automatic,second,Petrol,7
Jeep,Compass,14800.0,Automatic,first,Petrol,8
Mercedes-Benz,C Class,50000.0,Automatic,first,Diesel,11
Maruti Suzuki,Sx4,87000.0,Manual,second,Hybrid/CNG,16
Hyundai,Verna,52536.0,Automatic,second,Hybrid/CNG,8
Honda,Amaze,75000.0,Automatic,second,Diesel,8
Maruti Suzuki,Ignis,65000.0,Automatic,second,Hybrid/CNG,8
Maruti Suzuki,Alto-800,42312.0,Manual,first,Petrol,7
Mahindra,Verito,220000.0,Manual,second,Diesel,15
Hyundai,Creta,45000.0,Automatic,second,Diesel,6
Maruti Suzuki,Swift-Dzire-Tour,110000.0,Manual,first,hybrid,7
BMW,X1,35061.0,Automatic,first,Diesel,5
Maruti Suzuki,Swift,83500.0,Manual,second,Diesel,9
Hyundai,Accent,95000.0,Manual,second,Hybrid/CNG,15
Hyundai,Creta,80000.0,Manual,first,Diesel,8
Mahindra,Thar,16000.0,Manual,first,Diesel,6
Maruti Suzuki,Eeco,116520.0,Automatic,second,hybrid,8
Hyundai,Santro Xing,128000.0,Manual,second,Petrol,25
Tata,Venture,100000.0,Automatic,second,Diesel,16
Maruti Suzuki,Vitara-Brezza,81000.0,Manual,first,Diesel,9
Toyota,Innova,175000.0,Manual,second,Diesel,15
Hyundai,Santro Xing,70000.0,Automatic,second,hybrid,16
Maruti Suzuki,Eeco,11050.0,Manual,second,Petrol,9
Maruti Suzuki,Swift,29000.0,Manual,first,Petrol,16
Ford,Ecosport,105000.0,Manual,second,Diesel,9
Maruti Suzuki,Wagon-R,5280.0,Manual,second,Petrol,3
Mahindra,Marazzo,81000.0,Manual,second,Diesel,8
Toyota,Corolla Altis,89000.0,Manual,first,Diesel,12
Maruti Suzuki,Wagon-R,75000.0,Manual,second,Petrol,10
Mahindra,Thar,7000.0,Automatic,first,Diesel,2
Honda,City,61000.0,Manual,second,Diesel,10
Maruti Suzuki,Ritz,85000.0,Manual,second,Diesel,13
Honda,City,38000.0,Automatic,second,Petrol,12
Maruti Suzuki,Ritz,87000.0,Manual,first,Diesel,13
Maruti Suzuki,Alto-K10,45000.0,Automatic,second,hybrid,9
Tata,Nano,23000.0,Manual,second,Petrol,17
Renault,KWID,61600.0,Automatic,second,Petrol,10
Mercedes-Benz,GLC,94000.0,Automatic,first,Petrol,9
Maruti Suzuki,Wagon-R,44700.0,Automatic,second,Petrol,8
Fiat,Punto EVO,60000.0,Manual,second,Diesel,11
Tata,Tiago,12000.0,Manual,second,Petrol,3
BMW,3 Series,65000.0,Automatic,second,Diesel,10
Porsche,Cayenne,80400.0,Automatic,second,Diesel,10
Volvo,S60 Cross Country,43000.0,Automatic,first,Diesel,8
Hyundai,Santro Xing,55000.0,Manual,second,Petrol,18
Maruti Suzuki,Ertiga,35000.0,Manual,first,hybrid,6
Ford,Ecosport,55000.0,Automatic,second,Hybrid/CNG,9
Maruti Suzuki,Ertiga,35000.0,Manual,first,hybrid,3
Hyundai,Grand i10 Nios,8000.0,Automatic,second,Petrol,5
BMW,X1,60000.0,Automatic,first,Diesel,7
Maruti Suzuki,800,90000.0,Manual,second,Petrol,26
Maruti Suzuki,Celerio,92000.0,Automatic,second,Petrol,8
Tata,Nexon,83235.0,Manual,first,Diesel,5
Hyundai,Grand i10,111939.0,Manual,second,Petrol,11
Hyundai,Tucson,74310.0,Automatic,second,Diesel,9
BMW,5 Series,35000.0,Automatic,second,Diesel,6
Maruti Suzuki,Vitara-Brezza,64000.0,Manual,first,Diesel,9
Maruti Suzuki,Wagon-R,72500.0,Manual,first,Hybrid/CNG,7
Maruti Suzuki,Swift-Dzire,33251.0,Automatic,second,Petrol,8
Maruti Suzuki,Alto,50000.0,Manual,first,Petrol,15
Tata,Zest,85000.0,Automatic,second,Petrol,12
Toyota,Innova Crysta,110000.0,Automatic,second,Diesel,9
Tata,Harrier,61000.0,Automatic,second,Diesel,5
Maruti Suzuki,Swift,80000.0,Manual,first,Petrol,10
Renault,KWID,36000.0,Automatic,first,Petrol,4
MG,Hector,29000.0,Automatic,first,Petrol,6
Skoda,Octavia,68000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,51000.0,Manual,first,Petrol,8
Datsun,GO,23000.0,Manual,second,Petrol,12
Honda,Civic,50000.0,Automatic,first,Hybrid/CNG,18
Hyundai,Verna,49500.0,Manual,first,Petrol,9
Tata,Tiago,32000.0,Manual,first,Diesel,8
Maruti Suzuki,Alto-800,55125.0,Manual,first,Petrol,9
Maruti Suzuki,Eeco,98000.0,Manual,second,Petrol,12
Maruti Suzuki,Celerio,58227.0,Automatic,second,hybrid,8
Volkswagen,Polo,30000.0,Automatic,second,Petrol,6
Honda,Brio,117000.0,Manual,first,Petrol,9
Skoda,Octavia,28000.0,Automatic,second,Diesel,8
Hyundai,Eon,80417.0,Manual,second,hybrid,13
Maruti Suzuki,Wagon-R,90000.0,Manual,second,hybrid,13
Maruti Suzuki,Alto-800,60000.0,Manual,first,hybrid,6
Mahindra,Thar,21700.0,Automatic,second,Diesel,4
Maruti Suzuki,Wagon-R,48000.0,Manual,second,Hybrid/CNG,5
Toyota,VELLFIRE,500.0,Automatic,first,Hybrid/CNG,2
Maruti Suzuki,Wagon R,74000.0,Manual,second,Hybrid/CNG,13
Maruti Suzuki,Swift,82000.0,Manual,first,hybrid,13
Skoda,Octavia,105904.0,Automatic,second,Diesel,12
Maruti Suzuki,Swift-Dzire,96000.0,Manual,second,Petrol,4
Toyota,Innova,260000.0,Manual,second,Diesel,11
Hyundai,i10,34000.0,Manual,first,Petrol,15
Toyota,Fortuner,126000.0,Manual,first,Diesel,16
Hyundai,Santro,73000.0,Manual,first,hybrid,7
Jeep,Compass,115000.0,Manual,second,Diesel,9
Skoda,Superb,125000.0,Automatic,second,Petrol,16
Maruti Suzuki,Celerio-X,58000.0,Automatic,first,hybrid,8
Honda,City,75000.0,Manual,second,hybrid,14
Maruti Suzuki,Wagon-R,25000.0,Automatic,first,hybrid,19
Lexus,NX,57000.0,Automatic,second,Petrol,7
Hyundai,Grand i10 Nios,67000.0,Automatic,first,hybrid,5
Maruti Suzuki,S-Cross,102000.0,Manual,second,Diesel,7
Renault,KWID,28000.0,Manual,second,Petrol,5
Tata,Tiago,52000.0,Automatic,first,Petrol,8
Maruti Suzuki,Ritz,81000.0,Manual,first,Petrol,17
Skoda,Rapid,52000.0,Automatic,second,Petrol,11
Tata,Hexa,108000.0,Automatic,second,Diesel,8
Mahindra,Thar,150.0,Automatic,first,Hybrid/CNG,2
Mahindra,Renault Logan,170000.0,Manual,second,Diesel,19
Maruti Suzuki,Ertiga,3000.0,Manual,first,Hybrid/CNG,2
Toyota,Yaris,80000.0,Automatic,second,Hybrid/CNG,8
Hyundai,Grand i10,68500.0,Manual,first,Diesel,11
Hyundai,Elantra,14600.0,Automatic,second,Diesel,8
Maruti Suzuki,Eeco,45000.0,Manual,first,Hybrid/CNG,4
Maruti Suzuki,Celerio,81000.0,Manual,second,hybrid,7
Maruti Suzuki,Ciaz,68000.0,Manual,first,Petrol,11
Hyundai,Verna,62000.0,Manual,first,Petrol,14
Maruti Suzuki,Wagon-R,110000.0,Automatic,second,Hybrid/CNG,14
Toyota,Etios Liva,67000.0,Manual,first,Hybrid/CNG,8
Tata,Safari,49000.0,Manual,second,Diesel,5
Maruti Suzuki,Swift-Dzire,780000.0,Manual,first,hybrid,4
Ford,Ikon,95000.0,Manual,second,Diesel,17
Honda,City,103000.0,Manual,second,Diesel,12
Maruti Suzuki,Celerio,40000.0,Automatic,first,hybrid,6
Skoda,Octavia,61297.0,Automatic,first,Diesel,8
Mercedes-Benz,GLS,95000.0,Automatic,second,Diesel,4
Hyundai,Creta,82000.0,Automatic,first,Petrol,9
Honda,Accord,89000.0,Automatic,second,hybrid,15
Audi,Q7,69000.0,Automatic,second,Diesel,10
Volkswagen,Polo,61000.0,Automatic,first,Petrol,13
Audi,Q5,110000.0,Automatic,first,Diesel,8
Hyundai,Creta,21000.0,Automatic,first,Petrol,3
Maruti Suzuki,Wagon-R,89000.0,Manual,second,Petrol,22
Renault,KWID,25000.0,Automatic,first,Hybrid/CNG,7
Maruti Suzuki,S-Presso,8500.0,Manual,second,Petrol,3
Toyota,Innova Crysta,77430.0,Automatic,second,Diesel,10
Audi,A6,103000.0,Automatic,second,Diesel,11
Maruti Suzuki,S-Presso,35.0,Automatic,first,hybrid,6
Toyota,Camry,5500.0,Automatic,first,hybrid,2
Toyota,Innova,360000.0,Manual,second,Diesel,18
Maruti Suzuki,Swift-Dzire,27000.0,Manual,first,Petrol,4
Mahindra,Scorpio,166000.0,Manual,first,Diesel,8
Toyota,Innova,174000.0,Manual,second,Diesel,12
Volkswagen,Vento,110000.0,Automatic,second,Diesel,10
Maruti Suzuki,Swift-Dzire,43000.0,Manual,first,hybrid,6
Maruti Suzuki,Eeco,40.0,Automatic,first,hybrid,5
Hyundai,Aura,22000.0,Manual,second,Petrol,5
Maruti Suzuki,Swift-Dzire,146000.0,Manual,second,Diesel,7
Hyundai,Eon,35000.0,Manual,first,Petrol,8
Hyundai,Fluidic Verna,82467.0,Automatic,second,Petrol,15
Tata,Tiago,17200.0,Manual,first,Petrol,4
Maruti Suzuki,Alto K10,72500.0,Automatic,second,Petrol,11
Maruti Suzuki,Ertiga,105000.0,Manual,second,Diesel,7
Maruti Suzuki,Baleno,78000.0,Manual,second,Hybrid/CNG,8
BMW,X5,71000.0,Automatic,second,Diesel,10
Maruti Suzuki,Alto,90000.0,Manual,second,Petrol,20
Honda,City,53370.0,Automatic,first,Petrol,11
BMW,2 Series,20000.0,Automatic,first,Petrol,5
Volkswagen,Jetta,65000.0,Automatic,second,Diesel,15
Honda,City,121000.0,Manual,second,Diesel,11
Mahindra,Scorpio,87000.0,Manual,second,Diesel,13
Hyundai,Elantra,100000.0,Automatic,second,Hybrid/CNG,10
Ford,Ecosport,130000.0,Manual,second,Diesel,10
Maruti Suzuki,Swift-Dzire-Tour,121331.0,Automatic,first,Diesel,8
BMW,3 Series,12000.0,Automatic,first,Diesel,12
Maruti Suzuki,Swift-Dzire,70000.0,Manual,second,Diesel,12
Mahindra,XUV 3XO,2500.0,Automatic,first,Petrol,2
Maruti Suzuki,Wagon-R-1-0,77200.0,Manual,second,Hybrid/CNG,16
Honda,Brio,89000.0,Manual,second,Petrol,10
Hyundai,i20,180000.0,Manual,first,Petrol,8
Maruti Suzuki,Alto-800,24500.0,Manual,first,Petrol,13
Hyundai,Grand i10,43000.0,Manual,first,Petrol,12
Ssangyong,Rexton,120000.0,Automatic,second,Diesel,13
BMW,X1,55234.0,Automatic,second,Diesel,10
Mahindra,Scorpio,67000.0,Manual,second,Diesel,10
Renault,Duster,55156.0,Automatic,second,Petrol,8
Tata,Tiago,19300.0,Manual,first,Hybrid/CNG,4
Maruti Suzuki,Swift Dzire,58000.0,Automatic,second,Petrol,14
Audi,Q3,92000.0,Automatic,second,Diesel,12
Volvo,XC60,9700.0,Automatic,first,Petrol,3
Audi,Q3,86000.0,Automatic,second,Diesel,9
Maruti Suzuki,Zen-Estilo,45078.0,Manual,first,Petrol,16
BMW,X3,120000.0,Automatic,first,Diesel,10
Hyundai,Creta,94000.0,Automatic,first,Diesel,7
Maruti Suzuki,Wagon-R,95000.0,Manual,second,Petrol,22
Hyundai,Eon,50400.0,Manual,first,Petrol,14
Maruti Suzuki,Eeco,11000.0,Automatic,first,Hybrid/CNG,4
Hyundai,Creta,44000.0,Manual,first,Petrol,4
Mercedes-Benz,C-Class,75000.0,Automatic,second,Diesel,15
Hyundai,Verna,63000.0,Automatic,first,Diesel,8
Skoda,Rapid,67000.0,Automatic,first,Diesel,10
MG,Hector,36000.0,Automatic,first,Petrol,5
BMW,X6,49000.0,Automatic,second,Petrol,11
Hyundai,Alcazar,19523.0,Automatic,first,Petrol,4
Maruti Suzuki,Alto,58000.0,Manual,second,hybrid,23
Tata,Nano,9167.0,Manual,first,Petrol,16
Maruti Suzuki,Alto-800,53000.0,Manual,first,Petrol,7
Honda,City,65000.0,Manual,second,Hybrid/CNG,15
Honda,Amaze,45000.0,Automatic,first,Petrol,7
Tata,Nexon,25000.0,Automatic,first,Petrol,8
Renault,Triber,38000.0,Manual,first,Petrol,7
Tata,Nexon,24000.0,Automatic,first,Petrol,5
Maruti Suzuki,Baleno,64852.0,Automatic,first,Hybrid/CNG,5
Maruti Suzuki,Baleno,51000.0,Manual,first,Hybrid/CNG,8
Toyota,Corolla Altis,45000.0,Manual,second,Petrol,16
Honda,Civic,52000.0,Automatic,second,hybrid,15
Maruti Suzuki,Eeco,32388.0,Manual,second,Petrol,7
Maruti Suzuki,XL6,32000.0,Manual,first,Petrol,7
Hyundai,i10,64000.0,Automatic,second,Petrol,13
Volkswagen,VentoTest,103000.0,Automatic,first,Diesel,11
Honda,Amaze,65000.0,Automatic,first,Diesel,8
Maruti Suzuki,Celerio,114000.0,Manual,second,Hybrid/CNG,6
Audi,A4,124000.0,Automatic,second,Diesel,14
Hyundai,Venue,65000.0,Manual,first,Diesel,7
Maruti Suzuki,Alto-800,86000.0,Manual,first,Hybrid/CNG,10
Maruti Suzuki,Swift,58000.0,Manual,first,Petrol,7
Hyundai,Creta,3100.0,Automatic,first,Petrol,2
Mercedes-Benz,GLE,24000.0,Automatic,first,Petrol,4
Mahindra,Thar,30000.0,Automatic,first,Diesel,5
Hyundai,Santro,90000.0,Manual,first,Hybrid/CNG,15
Jeep,Compass,57000.0,Manual,first,Diesel,9
BMW,X1,92048.0,Automatic,first,Diesel,13
Volkswagen,VentoTest,38000.0,Manual,first,Petrol,13
Toyota,Innova Crysta,98000.0,Automatic,second,Diesel,8
Audi,Q3,90000.0,Automatic,second,Diesel,14
Maruti Suzuki,Omni,54000.0,Manual,first,hybrid,11
Tata,Nexon,31000.0,Manual,second,Hybrid/CNG,5
Audi,Q3,45000.0,Automatic,second,Diesel,8
Maruti Suzuki,Alto,106000.0,Manual,second,Petrol,20
Hyundai,i10,78500.0,Manual,second,Petrol,16
Maruti Suzuki,Wagon-R,97000.0,Manual,second,Petrol,13
Audi,Q3,100000.0,Automatic,second,Diesel,11
Hyundai,Grand i10 Nios,28000.0,Automatic,first,Petrol,5
Chevrolet,Beat,82098.0,Manual,second,Diesel,14
Jaguar,XF,78000.0,Automatic,first,Diesel,12
Maruti Suzuki,Wagon-R,70000.0,Automatic,first,hybrid,4
Jaguar,F-Pace,48000.0,Automatic,second,Diesel,7
Honda,Jazz,46121.0,Automatic,first,hybrid,9
Hyundai,Creta,88652.0,Manual,second,Diesel,8
Honda,CRV,57000.0,Automatic,second,Petrol,13
Maruti Suzuki,Alto-800,28848.0,Manual,second,Petrol,7
Volvo,XC60,110000.0,Automatic,first,Diesel,8
Maruti Suzuki,Wagon-R-1-0,67010.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Swift,100000.0,Manual,first,hybrid,18
Toyota,Fortuner,34000.0,Automatic,second,Diesel,7
Audi,A4,135000.0,Automatic,first,Diesel,10
Hyundai,Elite i20,53000.0,Manual,first,Hybrid/CNG,7
Toyota,Innova,215000.0,Manual,second,Diesel,10
Honda,City,96266.0,Manual,first,Petrol,14
Maruti Suzuki,Swift,82500.0,Automatic,first,Diesel,8
Maruti Suzuki,Wagon-R,95000.0,Manual,second,Petrol,9
Honda,City ZX,115000.0,Manual,second,Hybrid/CNG,19
Maruti Suzuki,Ertiga,64000.0,Manual,first,Hybrid/CNG,5
Hyundai,Santro Xing,90000.0,Manual,second,Petrol,17
Hyundai,Creta,80000.0,Automatic,first,Diesel,6
Maruti Suzuki,Baleno,37800.0,Manual,first,Petrol,6
Maruti Suzuki,Zen-Estilo,60000.0,Automatic,second,Hybrid/CNG,16
Volkswagen,Polo,121000.0,Manual,second,Diesel,12
Maruti Suzuki,Swift-Dzire,5500.0,Automatic,first,Hybrid/CNG,2
Maruti Suzuki,Swift-Dzire,86000.0,Manual,first,Diesel,11
Toyota,Etios,30000.0,Automatic,second,Diesel,14
Maruti Suzuki,maruti-suzuki-dzire,61231.0,Automatic,second,hybrid,9
Tata,Punch ,7200.0,Manual,first,Petrol,4
Maruti Suzuki,Vitara-Brezza,16500.0,Automatic,second,Diesel,8
Maruti Suzuki,Celerio,114000.0,Automatic,second,Petrol,11
Mahindra,KUV 100,50000.0,Manual,first,hybrid,10
Mini,Cooper,47000.0,Automatic,second,Diesel,11
BMW,5 Series,100000.0,Automatic,first,Diesel,15
Audi,A6,100000.0,Automatic,second,Diesel,9
Mahindra,Marazzo,57500.0,Manual,second,Diesel,7
Maruti Suzuki,Alto-K10,85000.0,Manual,second,hybrid,16
Audi,A4,52000.0,Automatic,second,Diesel,12
Toyota,2.8 Legender 4X2,175300.0,Automatic,second,Diesel,11
Mercedes-Benz,C-Class,42000.0,Automatic,first,Petrol,9
Hyundai,Grand i10 Nios,51500.0,Automatic,second,Petrol,6
Skoda,Rapid,50000.0,Automatic,first,Petrol,10
Ford,Figo,122361.0,Manual,second,Diesel,15
BMW,5 Series,54000.0,Automatic,first,Diesel,13
Mahindra,Scorpio-N,28000.0,Automatic,first,Diesel,2
Hyundai,Venue,14112.0,Manual,first,Petrol,4
Maruti Suzuki,Alto,250000.0,Manual,second,Petrol,21
Volkswagen,Polo,115000.0,Manual,first,Diesel,10
Hyundai,Creta,38000.0,Automatic,second,Petrol,5
